0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	-0.003	-0.006	-0.009	-0.012	-0.016	-0.019	-0.022	-0.025	-0.028	-0.03	-0.033	-0.036	-0.038	-0.041	-0.043	-0.045	-0.047	-0.048	-0.049	-0.049	-0.049	-0.048	-0.047	-0.045	-0.043	-0.041	-0.038	-0.036	-0.033	-0.03	-0.028	-0.025	-0.022	-0.019	-0.016	-0.012	-0.009	-0.006	-0.003	0
0	-0.006	-0.012	-0.018	-0.025	-0.031	-0.037	-0.043	-0.048	-0.054	-0.06	-0.065	-0.07	-0.075	-0.08	-0.085	-0.089	-0.092	-0.095	-0.096	-0.097	-0.096	-0.095	-0.092	-0.089	-0.085	-0.08	-0.075	-0.07	-0.065	-0.06	-0.054	-0.048	-0.043	-0.037	-0.031	-0.025	-0.018	-0.012	-0.006	0
0	-0.009	-0.018	-0.027	-0.036	-0.046	-0.055	-0.063	-0.072	-0.08	-0.088	-0.096	-0.104	-0.111	-0.118	-0.125	-0.131	-0.136	-0.14	-0.142	-0.143	-0.142	-0.14	-0.136	-0.131	-0.125	-0.118	-0.111	-0.104	-0.096	-0.088	-0.08	-0.072	-0.063	-0.055	-0.046	-0.036	-0.027	-0.018	-0.009	0
0	-0.012	-0.024	-0.036	-0.048	-0.06	-0.072	-0.083	-0.094	-0.106	-0.116	-0.126	-0.136	-0.146	-0.155	-0.164	-0.171	-0.178	-0.182	-0.185	-0.186	-0.185	-0.182	-0.178	-0.171	-0.164	-0.155	-0.146	-0.136	-0.126	-0.116	-0.106	-0.094	-0.083	-0.072	-0.06	-0.048	-0.036	-0.024	-0.012	0
0	-0.015	-0.03	-0.044	-0.059	-0.073	-0.088	-0.102	-0.115	-0.129	-0.142	-0.154	-0.166	-0.178	-0.189	-0.199	-0.208	-0.216	-0.221	-0.225	-0.226	-0.225	-0.221	-0.216	-0.208	-0.199	-0.189	-0.178	-0.166	-0.154	-0.142	-0.129	-0.115	-0.102	-0.088	-0.073	-0.059	-0.044	-0.03	-0.015	0
0	-0.017	-0.035	-0.052	-0.069	-0.086	-0.103	-0.119	-0.135	-0.15	-0.165	-0.18	-0.194	-0.207	-0.22	-0.232	-0.242	-0.251	-0.258	-0.261	-0.263	-0.261	-0.258	-0.251	-0.242	-0.232	-0.22	-0.207	-0.194	-0.18	-0.165	-0.15	-0.135	-0.119	-0.103	-0.086	-0.069	-0.052	-0.035	-0.017	0
0	-0.02	-0.039	-0.058	-0.078	-0.097	-0.116	-0.134	-0.152	-0.169	-0.186	-0.202	-0.217	-0.232	-0.247	-0.26	-0.272	-0.282	-0.289	-0.293	-0.295	-0.293	-0.289	-0.282	-0.272	-0.26	-0.247	-0.232	-0.217	-0.202	-0.186	-0.169	-0.152	-0.134	-0.116	-0.097	-0.078	-0.058	-0.039	-0.02	0
0	-0.021	-0.042	-0.063	-0.084	-0.105	-0.125	-0.145	-0.164	-0.183	-0.201	-0.218	-0.235	-0.251	-0.267	-0.281	-0.294	-0.304	-0.312	-0.316	-0.318	-0.316	-0.312	-0.304	-0.294	-0.281	-0.267	-0.251	-0.235	-0.218	-0.201	-0.183	-0.164	-0.145	-0.125	-0.105	-0.084	-0.063	-0.042	-0.021	0
0	-0.022	-0.044	-0.066	-0.088	-0.11	-0.131	-0.151	-0.171	-0.191	-0.21	-0.228	-0.245	-0.262	-0.278	-0.293	-0.306	-0.317	-0.325	-0.33	-0.331	-0.33	-0.325	-0.317	-0.306	-0.293	-0.278	-0.262	-0.245	-0.228	-0.21	-0.191	-0.171	-0.151	-0.131	-0.11	-0.088	-0.066	-0.044	-0.022	0
0	-0.023	-0.045	-0.067	-0.089	-0.111	-0.133	-0.153	-0.174	-0.194	-0.213	-0.231	-0.248	-0.265	-0.282	-0.297	-0.31	-0.321	-0.329	-0.334	-0.336	-0.334	-0.329	-0.321	-0.31	-0.297	-0.282	-0.265	-0.248	-0.231	-0.213	-0.194	-0.174	-0.153	-0.133	-0.111	-0.089	-0.067	-0.045	-0.023	0
0	-0.022	-0.044	-0.066	-0.088	-0.11	-0.131	-0.151	-0.171	-0.191	-0.21	-0.228	-0.245	-0.262	-0.278	-0.293	-0.306	-0.317	-0.325	-0.33	-0.331	-0.33	-0.325	-0.317	-0.306	-0.293	-0.278	-0.262	-0.245	-0.228	-0.21	-0.191	-0.171	-0.151	-0.131	-0.11	-0.088	-0.066	-0.044	-0.022	0
0	-0.021	-0.042	-0.063	-0.084	-0.105	-0.125	-0.145	-0.164	-0.183	-0.201	-0.218	-0.235	-0.251	-0.267	-0.281	-0.294	-0.304	-0.312	-0.316	-0.318	-0.316	-0.312	-0.304	-0.294	-0.281	-0.267	-0.251	-0.235	-0.218	-0.201	-0.183	-0.164	-0.145	-0.125	-0.105	-0.084	-0.063	-0.042	-0.021	0
0	-0.02	-0.039	-0.058	-0.078	-0.097	-0.116	-0.134	-0.152	-0.169	-0.186	-0.202	-0.217	-0.232	-0.247	-0.26	-0.272	-0.282	-0.289	-0.293	-0.295	-0.293	-0.289	-0.282	-0.272	-0.26	-0.247	-0.232	-0.217	-0.202	-0.186	-0.169	-0.152	-0.134	-0.116	-0.097	-0.078	-0.058	-0.039	-0.02	0
0	-0.017	-0.035	-0.052	-0.069	-0.086	-0.103	-0.119	-0.135	-0.15	-0.165	-0.18	-0.194	-0.207	-0.22	-0.232	-0.242	-0.251	-0.258	-0.261	-0.263	-0.261	-0.258	-0.251	-0.242	-0.232	-0.22	-0.207	-0.194	-0.18	-0.165	-0.15	-0.135	-0.119	-0.103	-0.086	-0.069	-0.052	-0.035	-0.017	0
0	-0.015	-0.03	-0.044	-0.059	-0.073	-0.088	-0.102	-0.115	-0.129	-0.142	-0.154	-0.166	-0.178	-0.189	-0.199	-0.208	-0.216	-0.221	-0.225	-0.226	-0.225	-0.221	-0.216	-0.208	-0.199	-0.189	-0.178	-0.166	-0.154	-0.142	-0.129	-0.115	-0.102	-0.088	-0.073	-0.059	-0.044	-0.03	-0.015	0
0	-0.012	-0.024	-0.036	-0.048	-0.06	-0.072	-0.083	-0.094	-0.106	-0.116	-0.126	-0.136	-0.146	-0.155	-0.164	-0.171	-0.178	-0.182	-0.185	-0.186	-0.185	-0.182	-0.178	-0.171	-0.164	-0.155	-0.146	-0.136	-0.126	-0.116	-0.106	-0.094	-0.083	-0.072	-0.06	-0.048	-0.036	-0.024	-0.012	0
0	-0.009	-0.018	-0.027	-0.036	-0.046	-0.055	-0.063	-0.072	-0.08	-0.088	-0.096	-0.104	-0.111	-0.118	-0.125	-0.131	-0.136	-0.14	-0.142	-0.143	-0.142	-0.14	-0.136	-0.131	-0.125	-0.118	-0.111	-0.104	-0.096	-0.088	-0.08	-0.072	-0.063	-0.055	-0.046	-0.036	-0.027	-0.018	-0.009	0
0	-0.006	-0.012	-0.018	-0.025	-0.031	-0.037	-0.043	-0.048	-0.054	-0.06	-0.065	-0.07	-0.075	-0.08	-0.085	-0.089	-0.092	-0.095	-0.096	-0.097	-0.096	-0.095	-0.092	-0.089	-0.085	-0.08	-0.075	-0.07	-0.065	-0.06	-0.054	-0.048	-0.043	-0.037	-0.031	-0.025	-0.018	-0.012	-0.006	0
0	-0.003	-0.006	-0.009	-0.012	-0.016	-0.019	-0.022	-0.025	-0.028	-0.03	-0.033	-0.036	-0.038	-0.041	-0.043	-0.045	-0.047	-0.048	-0.049	-0.049	-0.049	-0.048	-0.047	-0.045	-0.043	-0.041	-0.038	-0.036	-0.033	-0.03	-0.028	-0.025	-0.022	-0.019	-0.016	-0.012	-0.009	-0.006	-0.003	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
